Asin,Brand,Title,price,keywords,protection_plans,variants,categories,Bestsellers_rank,Rating,Ratings_total,weight,Dimensions,Bundles,Frequently_bought_together,Newer_model,Connectivity_Technology,Printing_Technology,Special_Feature,Color,Printer_Output,Maximum_Print_Speed_Color,Max_Printspeed_Monochrome,Controller_Type
B08X458JFQ,Phomemo,"Phomemo M02S Mini Phone Printer- 300dpi Bluetooth Thermal Tiny Photo Printer for Work List, Plan, Photo Printing, DIY Label Sticker, with Total 6 Rolls Paper, Black Black 1 Printer + 6 Roll Papers",79.99,23,,12,Electronics,41442,4.4,1600,14.3 ounces, ,0,2,No,"Bluetooth, USB",Thermal,Bluetooth,Black,Monochrome, ,"Transparencies, Labels, Glossy photo paper",
B0BSMSYM9N,Canon,"Canon MegaTank G3270 All-in-One Wireless Inkjet Printer. for Home Use, Print, Scan and Copy, Black G3270 (New Model)",149,12,3,2,Electronics,607,4.2,4266,13.2 Pounds,21.9 x 16.4 x 10.6 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Network-Ready, Epeat Qualified, Energy Star, Display Screen, Borderless Printing",Black,Color,6,11,
B0BWXS44H2,Anemec,"Anemec 910XL Ink Cartridges Combo Pack Replacement for HP Ink 910 XL Compatible with OfficeJet Pro 8020 8025 8028 8035 8030 8010 8015 8018 8022 Printer (1 Black,1 Cyan,1 Magenta,1 Yellow) Black Cyan Magenta Yellow",49.99,23,,2,Electronics,3738,3.9,1619,7 ounces, ,0,2,No,Anemec, ,1200, ,Compatible, ,,
B0C9GL9HNC,Greateam,"Mini Thermal Printer Sticker Paper for Mini Pocket Printer and Bluetooth Mini Inkless Thermal Sticker Printer, 57mm x 30mm Mini Printer Sticker Paper Self-Adhesive, Black on White, 6 Rolls",15.99,24,,2,Office Products,69532,4.3,19,6.7 ounces,2.36 x 2.52 x 3.62 inches,0,2,No,Black on White, ,57mm x 30mm Mini Sticker Printer Paper Millimeters,Black on White, , ,,
B0CJYJFXCF,ACOFWENL,"ACOFWENL Mini Printer Inkless Sticker Printer Pocket Mini Thermal Printer Sticker Maker Machine with 8 Rolls Continuous Paper for Photo Journal, Fun, Work",20.99,20,,,Electronics,129254,3.5,6,300 Grams,3 x 1.8 x 3 inches,0,2,No,USB,Thermal,"Bluetooth,Portable",White,Color,5,20,
B00E58RQ8M,Canon,"Canon PG-245 XL Black printer Ink Cartridge Compatible to iP2820, MG2420, MG2924, MG2920, MX492, MG3020, MG2525, TS3120, TS302, TS202, TR4520 1 Count (Pack of 1) PG-245XL",29,17,,2,All Departments,231,4.7,30858,1.6 ounces,1 x 1 x 1 inches,0,2,No,Canon, ,300, ,Compatible, ,"Canon PIXMA TS3120, Canon PIXMA TS302, Canon PIXMA TR4520, Canon PIXMA TS3320, Canon PIXMA TS202",
B07N3FYTW5,HP,"HP 910XL Black High-yield Ink Cartridge | Works with HP OfficeJet 8010, 8020 Series, HP OfficeJet Pro 8020, 8030 Series | Eligible for Instant Ink | 3YL65AN", ,17,,,Office Products,0,4.7,17786, , ,0,0,No,HP, ,825, ,OEM, ,"HP OfficeJet Pro 8035e, HP OfficeJet Pro 8025e, HP OfficeJet Pro 8022e, HP OfficeJet Pro 8028, HP OfficeJet Pro 8028e, HP OfficeJet Pro 8025, HP OfficeJet Pro 8035, HP OfficeJet Pro 8022, HP OfficeJet Pro 8021, HP OfficeJet Pro 8010, HP OfficeJet Pro 8020, HP OfficeJet Pro 8030 See more",
B0CJF75R7K,Moremore,"Mini Sticker Printer, Inkless Thermal Printer with 10 Rolls Thermal Papers and Stickers for iOS&Android, Mini Portable Printer for DIY, Scrapbook, Memo, Pictures, Notes, List Blue",28.99,20,,4,Electronics,51240,4.5,37,14.4 ounces,"1.57""D x 3.27""W x 3.27""H",0,2,No,Bluetooth,Thermal,"Wireless, Portable, Lightweight",Blue,Monochrome, ,"1.57""D x 3.27""W x 3.27""H",
 , , , , ,,, ,0, , , , ,0,0,No, , , , , , ,,
B0CFM82NS2,HP,"HP OfficeJet Pro 9125e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, fax, ADF, Duplex Printing Best-for-Office, 3 Months of Ink Included (403X0A)",249.99,16,3,,Electronics,2431,3.4,73,20.5 Pounds,13.48 x 17.3 x 10.94 inches,0,2,No,802.11a/b/g/n/ac 1x1 (2.4/5GHz) with BLE,HP Thermal Inkjet,"Forest First product with HP+; Recyclable through HP Planet Partners, HP+; HP Instant Ink eligible; Print from phone or tablet; Touchscreen; Smart Advance Scan; Instant Paper; Front USB flash drive port; Two-sided printing; Two-sided scanning; Automatic document feeder; Fax See more",Cement,Color,18 ppm,22 ppm,
B08XZQVWZW,Canon,"Canon PIXMA G620 Wireless MegaTank Photo All-in-One Printer [Print, Copy, Scan], Black,Works with Alexa",299,15,3,,Electronics,9820,4.4,560,18 Pounds,17.6 x 19.1 x 10.1 inches,0,2,No,"Wi-Fi, USB",Inkjet,wireless,Black,Color,3.9 ppm,3.9,
B09ZVPQXSN,HP,HP Laserjet-Tank 2504dw Wireless Black & White Monochrome Printer Prefilled with Up to 2 Years of Original HP-Toner (2R7F4A) New version,149.99,13,3,2,Electronics,20933,3.9,1132,13.7 Pounds,"11.2""D x 13.7""W x 8.46""H",0,0,No,Wi-Fi,Laser,Energy Star,white,Monochrome, ,13.7 Pounds,
B09TRZLPXP,Canon,"Canon PIXMA TR8620a - All-in-One Printer Home Office|Copier|Scanner|Fax|Auto Document Feeder | Photo, Document | Airprint (R), Android, Black, Works with Alexa",179,17,3,7,Electronics,1062,4.2,3566,17.4 Pounds,13.8 x 17.3 x 7.5 inches,0,0,No,wireless,Inkjet,"Network-Ready, Auto Document Feeder, Touch Screen, Memory Card Slot",Black,Color,10 ppm,15,
B07X6WFH4B,Epson,"Epson Workforce WF-110 Wireless Color Mobile Printer,White, Small,Black Printer WorkForce WF-110 - New", ,10,,4,Electronics,13514,4.3,756,4.6 Pounds,9.1 x 12.2 x 8.5 inches,0,0,No,Wi-Fi,Inkjet,Portable,Black,Color,3.8 ppm,6.7 ppm,
B0BZH2CCSH,Ofeace,"Sticker Printer, Mini Printer Portable Thermal Printer Inkless Pocket Printer Bluetooth Photo Printer for Learning Assistance, Study Notes, Journal, Fun, Work (Black)",19.99,20,,1,Electronics,260472,4,46,0.24 Kilograms,"7""D x 9.51""W x 10.5""H",0,2,No,Bluetooth,Thermal,Portable,black,Monochrome, ,0.24 Kilograms,
B010J0OQBO,Gold Coast Dynamics,"12 PACK SP-700 Ribbon Ink Cartridge Quality BLACK and RED Compatible with STAR Printer RC-700BR, SP700, 712, 742",19.95,12,,1,Electronics,26272,4.6,443,1.01 pounds,5.23 x 0.68 x 2.63 inches,0,2,No,Black and Red, ,Printer, ,Black, ,,
B092Y1HZKK,Brother,Brother LC406XLBK High Yield Black Ink Cartridge,58.98,6,,1,Office Products,2586,4.6,578,7.2 ounces,1 x 1 x 1 inches,0,0,No,Brother, ,High Yield,Black, , ,,
B0CNT2F47B,EaseFusion,212XL Ink Cartridges Combo Pack [Nov. Upgrade Firmware] Remanufactured Replacement for Epson Printer Ink 212XL 212 XL T212XL for Workforce WF-2850 WF-2830 Expression XP-4105 XP-4100 Printer(5 Pack),29.99,21,,,Electronics,0,3.8,4, , ,0,2,No,EaseFusion, ,600, ,Remanufactured, ,Water,
B0764NWFP9,Brother,"Brother Monochrome Laser HLl2390DW, Wireless Networking, Duplex Printing Refresh Subscription with Free Trial and Amazon Dash Replenishment Read New Model: HLL2390DW",189.98,17,3,3,Electronics,5661,4.5,5684,22.7 Pounds,16.1 x 15.7 x 10.7 inches,0,2,No,"Wi-Fi, USB, Ethernet",Laser,Auto-Duplex,Black/Grey,Monochrome,10,32 ppm,
B0BJ33CJW4,ASprink,"ASprink Bluetooth Shipping Label Printer 4x6 - Wireless Thermal Label Printer for Shipping Packages - Desktop Label Printer for Small Business, Compatible with Chromebook, iPhone, UPS, Shopify White Purple",119.99,21,2,6,Electronics,1138,4.3,1980,3 Pounds,"6.3""D x 8.7""W x 4.4""H",7,2,No,Bluetooth,Thermal,"thermal printing, bluetooth and usb Connection",White Purple,Monochrome, ,3 Pounds,
B079GWK2Q3,Epson,"Epson Expression Home XP-5100 Wireless Color Photo Printer with Scanner & Copier, Amazon Dash Replenishment Ready",116,15,6,,Electronics,100490,4.2,831,12.1 Pounds,19.8 x 14.8 x 7.4 inches,0,2,No,Wi-Fi,Inkjet,Wireless,black,Color,1,1,
B0CLNT35KW,HUIJUTCHEN,"HUIJUTCHEN Mini Sticker Printer - Mini Pocket Printer for iPhone Thermal Printer with 10 Rolls Thermal Paper for Journal, Memo, Photo, Black",27.99,18,,2,Electronics,23733,4.4,44,5.3 Ounces,1.18 x 0.39 x 0.79 inches,0,2,No,Bluetooth,Inkless,Portable,Black,Monochrome,10,10,
